订单编号,订单状态,下单时间,支付时间,发货时间,商品型号,商品件数,商品ID,SKU ID
"	819378575232869",已完成,10/25/2022 20:16,10/25/2022 20:16,10/27/2022 10:42,狐狸灰36号,1,5730170770,85770539838
"	819370219744085",已完成,10/25/2022 20:16,10/25/2022 20:16,10/27/2022 10:42,桃木褐30号,1,5730170770,85770385833
"	819370171031616",已关闭,10/25/2022 20:16,,,桃木褐36号,1,5730170770,85770385839
"	819378882399778",已关闭,10/25/2022 20:15,,,桃木褐30号,1,5730170770,85770385833
"	819378495327778",已完成,10/25/2022 20:15,10/25/2022 20:16,10/27/2022 10:42,桃木褐30号,1,5730170770,85770385833
"	819370652529901",已完成,10/25/2022 20:13,10/25/2022 20:13,10/27/2022 10:01,桃木褐34号,1,5730170770,85770385837
"	819378800597552",已完成,10/25/2022 20:12,10/25/2022 20:14,10/27/2022 10:10,桃木褐36号,1,5730170770,85770385839
"	819370460982917",已完成,10/25/2022 20:12,10/25/2022 20:12,10/27/2022 10:01,桃木褐34号,1,5730170770,85770385837
"	819378849615308",已完成,10/25/2022 20:11,10/25/2022 20:12,10/27/2022 10:01,桃木褐34号,1,5730170770,85770385837
"	819370476923427",已完成,10/25/2022 20:11,10/25/2022 20:12,10/27/2022 10:01,桃木褐34号,1,5730170770,85770385837
"	819370315687858",已完成,10/25/2022 20:11,10/25/2022 20:12,10/26/2022 16:25,桃木褐32号,1,5730170770,85770385835
"	819378606264707",已完成,10/25/2022 20:11,10/25/2022 20:11,10/26/2022 16:24,桃木褐32号,1,5730170770,85770385835
"	819378557764931",已完成,10/25/2022 20:11,10/25/2022 20:11,10/27/2022 10:42,狐狸灰32号,1,5730170770,85770539834
"	819378573806421",已关闭,10/25/2022 20:11,10/25/2022 20:11,,桃木褐34号,1,5730170770,85770385837
"	819378605956822",已完成,10/25/2022 20:11,10/25/2022 20:11,10/27/2022 10:01,桃木褐34号,1,5730170770,85770385837
"	819370492786663",已完成,10/25/2022 20:09,10/25/2022 20:09,10/27/2022 10:42,狐狸灰32号,1,5730170770,85770539834
"	819370475896457",已完成,10/25/2022 20:09,10/25/2022 20:10,10/27/2022 10:42,桃木褐30号,1,5730170770,85770385833
"	819370265916027",已完成,10/25/2022 20:09,10/25/2022 20:13,10/27/2022 10:46,狐狸灰32号,1,5730170770,85770539834
"	819378524821242",已完成,10/25/2022 20:09,10/25/2022 20:09,10/27/2022 15:38,狐狸灰32号,1,5730170770,85770539834
"	819370379276908",已完成,10/25/2022 20:09,10/25/2022 20:09,10/26/2022 16:24,桃木褐32号,1,5730170770,85770385835
"	819370540514123",已完成,10/25/2022 20:09,10/25/2022 20:10,10/27/2022 10:42,狐狸灰30号,1,5730170770,85770539832
"	819370217307862",已关闭,10/25/2022 20:09,,,桃木褐32号,1,5730170770,85770385835
"	819370185188598",已完成,10/25/2022 20:09,10/25/2022 20:09,10/27/2022 10:10,桃木褐36号,1,5730170770,85770385839
"	819379022159167",已关闭,10/25/2022 20:08,,,桃木褐36号,1,5730170770,85770385839
"	819370459702093",已完成,10/25/2022 20:08,10/25/2022 20:16,10/27/2022 10:10,桃木褐36号,1,5730170770,85770385839
"	819378958402381",已关闭,10/25/2022 20:07,,,桃木褐36号,1,5730170770,85770385839
"	819378751064256",已完成,10/25/2022 20:07,10/25/2022 20:07,10/27/2022 15:38,桃木褐36号,1,5730170770,85770385839
"	819370313973725",已关闭,10/25/2022 20:07,,,桃木褐36号,1,5730170770,85770385839
"	819370346263451",已关闭,10/25/2022 20:06,10/25/2022 20:06,,桃木褐36号,1,5730170770,85770385839
"	819378766710633",已关闭,10/25/2022 20:06,10/25/2022 20:06,,桃木褐36号,1,5730170770,85770385839
"	819370507597642",已关闭,10/25/2022 20:06,,,桃木褐36号,1,5730170770,85770385839
"	819370200724678",已关闭,10/25/2022 20:05,10/25/2022 20:05,,桃木褐36号,1,5730170770,85770385839
"	819378555439165",已完成,10/25/2022 20:05,10/25/2022 20:05,10/26/2022 15:25,桃木褐36号,1,5730170770,85770385839
"	819378862753768",已完成,10/25/2022 20:05,10/25/2022 20:06,10/26/2022 15:25,桃木褐36号,1,5730170770,85770385839
"	819378668585381",已完成,10/25/2022 20:04,10/25/2022 20:05,10/31/2022 13:19,桃木褐36号,1,5730170770,85770385839
"	819378717285412",已关闭,10/25/2022 20:04,,,桃木褐36号,1,5730170770,85770385839
"	819370361732995",待发货,10/25/2022 20:04,10/25/2022 20:04,,狐狸灰36号,1,5730170770,85770539838
"	819379020893391",已完成,10/25/2022 20:04,10/25/2022 20:04,10/27/2022 10:33,桃木褐30号,1,5730170770,85770385833
"	819378733483793",已关闭,10/25/2022 20:04,,,桃木褐36号,1,5730170770,85770385839
"	819378441536446",已关闭,10/25/2022 20:04,10/25/2022 20:11,,桃木褐36号,1,5730170770,85770385839
"	819370279745828",已关闭,10/25/2022 20:04,,,桃木褐36号,1,5730170770,85770385839
"	819378989059010",已完成,10/25/2022 20:04,10/25/2022 20:04,10/27/2022 10:33,狐狸灰36号,1,5730170770,85770539838
"	819370151552283",已完成,10/25/2022 20:03,10/25/2022 20:04,10/27/2022 10:33,狐狸灰36号,1,5730170770,85770539838
"	819370585318960",已完成,10/25/2022 20:03,10/25/2022 20:04,10/27/2022 10:33,狐狸灰36号,1,5730170770,85770539838
"	819378441355748",已关闭,10/25/2022 20:03,,,狐狸灰36号,1,5730170770,85770539838
"	819370601560514",已关闭,10/25/2022 20:03,,,桃木褐36号,1,5730170770,85770385839
"	819370665518818",已关闭,10/25/2022 20:03,10/25/2022 20:06,,狐狸灰36号,1,5730170770,85770539838
"	819370506402882",已关闭,10/25/2022 20:03,10/25/2022 20:07,,狐狸灰36号,1,5730170770,85770539838
"	819370426000600",已完成,10/25/2022 20:03,10/25/2022 20:03,10/27/2022 10:01,桃木褐34号,1,5730170770,85770385837
"	819378651729080",已完成,10/25/2022 20:03,10/25/2022 20:03,10/26/2022 16:16,狐狸灰36号,1,5730170770,85770539838
"	819378829448154",已完成,10/25/2022 20:03,10/25/2022 20:03,10/26/2022 16:07,狐狸灰32号,1,5730170770,85770539834
"	819370344718903",已完成,10/25/2022 20:03,10/25/2022 20:03,10/27/2022 10:33,狐狸灰32号,1,5730170770,85770539834
"	819378441230176",已完成,10/25/2022 20:03,10/25/2022 20:03,10/27/2022 10:33,狐狸灰32号,1,5730170770,85770539834
"	819378732847155",已关闭,10/25/2022 20:02,10/25/2022 20:02,,狐狸灰36号,1,5730170770,85770539838
"	819370457855407",已完成,10/25/2022 20:02,10/25/2022 20:02,10/26/2022 15:25,桃木褐36号,1,5730170770,85770385839
"	819378924363238",已完成,10/25/2022 20:02,10/25/2022 20:02,10/26/2022 15:26,桃木褐36号,1,5730170770,85770385839
"	819370123716302",已完成,10/25/2022 20:02,10/25/2022 20:02,10/27/2022 10:33,桃木褐30号,1,5730170770,85770385833
"	819370473552399",已关闭,10/25/2022 20:02,10/25/2022 20:03,,桃木褐30号,1,5730170770,85770385833
"	819370473533812",已完成,10/25/2022 20:02,10/25/2022 20:06,10/27/2022 15:38,桃木褐30号,1,5730170770,85770385833
"	819378522185557",已关闭,10/25/2022 20:02,,,桃木褐30号,1,5730170770,85770385833
"	819378635474176",已关闭,10/25/2022 20:02,10/25/2022 20:03,,桃木褐30号,1,5730170770,85770385833
"	819370473463834",已完成,10/25/2022 20:02,10/25/2022 20:05,10/26/2022 16:24,桃木褐32号,1,5730170770,85770385835
"	819370537891308",已关闭,10/25/2022 20:02,,,桃木褐32号,1,5730170770,85770385835
"	819370569003644",已完成,10/25/2022 20:02,10/25/2022 20:02,10/26/2022 16:24,桃木褐32号,1,5730170770,85770385835
"	819370166545665",已完成,10/25/2022 20:02,10/25/2022 20:02,10/26/2022 16:24,桃木褐32号,1,5730170770,85770385835
"	819370214847496",已完成,10/25/2022 20:02,10/25/2022 20:02,10/26/2022 16:24,桃木褐32号,1,5730170770,85770385835
"	819378538758692",已完成,10/25/2022 20:02,10/25/2022 20:02,10/26/2022 16:24,桃木褐32号,1,5730170770,85770385835
"	819370263095595",已完成,10/25/2022 20:02,10/25/2022 20:02,10/28/2022 12:25,桃木褐36号,1,5730170770,85770385839
"	819370344243533",已关闭,10/25/2022 20:02,,,狐狸灰36号,1,5730170770,85770539838
"	819378521986632",已发货,10/25/2022 20:02,10/25/2022 20:02,10/27/2022 10:02,桃木褐34号,1,5730170770,85770385837
"	819378505880552",已关闭,10/25/2022 20:02,10/25/2022 20:03,,狐狸灰36号,1,5730170770,85770539838
"	819378505795626",已完成,10/25/2022 20:01,10/25/2022 20:02,11/5/2022 13:34,狐狸灰36号,1,5730170770,85770539838
"	819370568545253",已关闭,10/25/2022 20:01,,,桃木褐36号,1,5730170770,85770385839
"	819370489312102",已关闭,10/25/2022 20:01,,,狐狸灰36号,1,5730170770,85770539838
"	819370600686523",已完成,10/25/2022 20:01,10/25/2022 20:04,10/27/2022 10:33,桃木褐36号,1,5730170770,85770385839
"	819370150440702",已完成,10/25/2022 20:01,10/25/2022 20:11,10/27/2022 10:10,桃木褐36号,1,5730170770,85770385839
"	819378586321609",已关闭,10/25/2022 20:01,10/25/2022 20:01,,桃木褐34号,1,5730170770,85770385837
"	819378907945413",已关闭,10/25/2022 20:01,10/25/2022 20:02,,桃木褐36号,1,5730170770,85770385839
"	819378586262432",已完成,10/25/2022 20:01,10/25/2022 20:01,10/27/2022 10:02,桃木褐34号,1,5730170770,85770385837
"	819378667031354",已完成,10/25/2022 20:01,10/25/2022 20:01,10/27/2022 10:02,桃木褐34号,1,5730170770,85770385837
"	819378601975433",已关闭,10/25/2022 20:01,,,桃木褐34号,1,5730170770,85770385837
"	819378586226747",已关闭,10/25/2022 20:01,,,桃木褐34号,1,5730170770,85770385837
"	819370409078373",已完成,10/25/2022 20:01,10/25/2022 20:01,10/27/2022 10:42,桃木褐34号,1,5730170770,85770385837
"	819370214288109",已完成,10/25/2022 20:01,10/25/2022 20:02,10/27/2022 9:46,狐狸灰34号,1,5730170770,85770539836
"	819370074842999",已关闭,10/25/2022 20:01,10/25/2022 20:02,10/27/2022 10:42,狐狸灰34号,1,5730170770,85770539836
"	819378699780812",已关闭,10/25/2022 20:01,,,狐狸灰34号,1,5730170770,85770539836
"	819370311430780",已关闭,10/25/2022 20:01,,,桃木褐34号,1,5730170770,85770385837
"	819378617931154",已完成,10/25/2022 20:01,10/25/2022 20:01,10/27/2022 10:02,桃木褐34号,1,5730170770,85770385837
"	819378861114146",已完成,10/25/2022 20:01,10/25/2022 20:01,10/27/2022 10:02,桃木褐34号,1,5730170770,85770385837
"	819378586190129",已完成,10/25/2022 20:01,10/25/2022 20:02,10/27/2022 9:48,狐狸灰34号,1,5730170770,85770539836
"	819378939943046",已完成,10/25/2022 20:01,10/25/2022 20:35,11/3/2022 14:34,桃木褐34号,1,5730170770,85770385837
"	819370472826317",已完成,10/25/2022 20:01,10/25/2022 20:01,10/27/2022 13:16,狐狸灰34号,1,5730170770,85770539836
"	819370521606504",已完成,10/25/2022 20:01,10/25/2022 20:01,10/27/2022 10:42,狐狸灰32号,1,5730170770,85770539834
"	819378538123371",已完成,10/25/2022 20:01,10/25/2022 20:01,10/27/2022 10:42,狐狸灰32号,1,5730170770,85770539834
"	819378699748116",已完成,10/25/2022 20:01,10/25/2022 20:01,10/26/2022 14:46,狐狸灰30号,1,5730170770,85770539832
"	819378683105811",已完成,10/25/2022 20:01,10/25/2022 20:01,10/26/2022 14:46,狐狸灰30号,1,5730170770,85770539832
"	819378489726086",已完成,10/25/2022 20:01,10/25/2022 20:01,10/26/2022 14:46,狐狸灰30号,1,5730170770,85770539832
"	819370327517075",已完成,10/25/2022 20:01,10/25/2022 20:02,10/27/2022 10:02,桃木褐34号,1,5730170770,85770385837
"	819370392579661",已完成,10/25/2022 20:01,10/25/2022 20:05,10/27/2022 10:33,狐狸灰32号,1,5730170770,85770539834
"	819370327504145",已完成,10/25/2022 20:01,10/25/2022 20:01,10/26/2022 14:46,狐狸灰30号,1,5730170770,85770539832
"	819378666965422",已关闭,10/25/2022 20:01,,,桃木褐34号,1,5730170770,85770385837
"	819370600447117",已完成,10/25/2022 20:01,10/25/2022 20:01,10/26/2022 14:47,狐狸灰30号,1,5730170770,85770539832
"	819370230610259",已完成,10/25/2022 20:01,10/25/2022 20:01,10/27/2022 17:10,狐狸灰32号,1,5730170770,85770539834
"	819370521569143",已关闭,10/25/2022 20:01,,,桃木褐36号,1,5730170770,85770385839
"	819370553180106",已完成,10/25/2022 20:01,10/25/2022 20:01,10/27/2022 10:42,狐狸灰32号,1,5730170770,85770539834
"	819378617844475",已关闭,10/25/2022 20:01,,,桃木褐36号,1,5730170770,85770385839
"	819378876601190",已关闭,10/25/2022 20:01,,,桃木褐36号,1,5730170770,85770385839
"	819378699735721",已完成,10/25/2022 20:01,10/25/2022 20:19,10/30/2022 15:59,狐狸灰36号,1,5730170770,85770539838
"	819370295290605",已关闭,10/25/2022 20:01,,,桃木褐34号,1,5730170770,85770385837
"	819378683040058",已完成,10/25/2022 20:01,10/25/2022 20:01,10/26/2022 16:15,狐狸灰36号,1,5730170770,85770539838
"	819378617801632",已关闭,10/25/2022 20:01,,,狐狸灰36号,1,5730170770,85770539838
"	819378812192770",已完成,10/25/2022 20:01,10/25/2022 20:01,10/26/2022 16:15,狐狸灰36号,1,5730170770,85770539838
"	819370440816653",已完成,10/25/2022 20:01,10/25/2022 20:02,10/26/2022 15:25,桃木褐36号,1,5730170770,85770385839
"	819370262198703",已完成,10/25/2022 20:01,10/25/2022 20:01,10/26/2022 16:15,狐狸灰36号,1,5730170770,85770539838
"	819378682972287",已关闭,10/25/2022 20:01,10/25/2022 20:01,,桃木褐36号,1,5730170770,85770385839
"	819378650696294",已完成,10/25/2022 20:01,10/25/2022 20:01,11/2/2022 14:11,狐狸灰36号,1,5730170770,85770539838
"	819370295060544",已关闭,10/25/2022 20:00,10/25/2022 20:00,,桃木褐36号,1,5730170770,85770385839
"	819370230391636",已关闭,10/25/2022 20:00,10/25/2022 20:01,,狐狸灰36号,1,5730170770,85770539838
"	819378939642569",已关闭,10/25/2022 20:00,10/25/2022 20:01,,狐狸灰36号,1,5730170770,85770539838
"	819378381522837",已关闭,10/25/2022 20:00,,,桃木褐36号,1,5730170770,85770385839
"	819370090804507",已完成,10/25/2022 20:00,10/25/2022 20:01,10/27/2022 10:42,狐狸灰36号,1,5730170770,85770539838
"	819378907448477",已关闭,10/25/2022 20:00,,,狐狸灰36号,1,5730170770,85770539838
"	819378381478566",已关闭,10/25/2022 20:00,,,桃木褐36号,1,5730170770,85770385839
"	819378955458688",已完成,10/25/2022 20:00,10/25/2022 20:01,10/26/2022 16:33,桃木褐32号,1,5730170770,85770385835
"	819378634278899",已完成,10/25/2022 20:00,10/25/2022 20:05,10/27/2022 10:33,狐狸灰36号,1,5730170770,85770539838
"	819378585552692",已关闭,10/25/2022 20:00,,,桃木褐30号,1,5730170770,85770385833
"	819378650449207",已关闭,10/25/2022 20:00,10/25/2022 20:06,,桃木褐32号,1,5730170770,85770385835
"	819378520902208",已完成,10/25/2022 20:00,10/25/2022 20:00,10/26/2022 16:34,桃木褐32号,1,5730170770,85770385835
"	819370041897336",已完成,10/25/2022 20:00,10/25/2022 20:00,10/26/2022 16:34,桃木褐32号,1,5730170770,85770385835
"	819378860557408",已完成,10/25/2022 20:00,10/25/2022 20:03,10/26/2022 16:24,桃木褐32号,1,5730170770,85770385835
"	819378430154076",已完成,10/25/2022 20:00,10/25/2022 20:01,10/27/2022 10:42,桃木褐30号,1,5730170770,85770385833
"	819370615978767",已关闭,10/25/2022 20:00,,,桃木褐30号,1,5730170770,85770385833
"	819370213647124",已关闭,10/25/2022 20:00,,,桃木褐30号,1,5730170770,85770385833
"	819370343114457",已完成,10/25/2022 20:00,10/25/2022 20:01,10/27/2022 14:15,桃木褐32号,1,5730170770,85770385835
"	819370261802577",已完成,10/25/2022 20:00,10/25/2022 20:00,10/26/2022 16:34,桃木褐32号,1,5730170770,85770385835
"	819378381341309",已完成,10/25/2022 20:00,10/25/2022 20:01,10/26/2022 16:34,桃木褐32号,1,5730170770,85770385835
"	819378795908381",已完成,10/25/2022 20:00,10/25/2022 20:00,10/26/2022 16:39,桃木褐32号,1,5730170770,85770385835
"	819370181375455",已完成,10/25/2022 20:00,10/25/2022 20:00,10/26/2022 16:15,狐狸灰36号,1,5730170770,85770539838
"	819370488654677",已关闭,10/25/2022 20:00,10/25/2022 20:00,,桃木褐36号,1,5730170770,85770385839
"	819370424398313",已完成,10/25/2022 20:00,10/25/2022 20:01,10/26/2022 17:10,桃木褐30号,1,5730170770,85770385833
"	819370599889902",已完成,10/25/2022 20:00,10/25/2022 20:00,10/26/2022 16:39,桃木褐32号,1,5730170770,85770385835
"	819378923111604",已关闭,10/25/2022 20:00,10/25/2022 20:00,,桃木褐36号,1,5730170770,85770385839
"	819378779750645",已完成,10/25/2022 20:00,10/25/2022 20:00,10/26/2022 16:15,狐狸灰36号,1,5730170770,85770539838
"	819378440290658",已关闭,10/25/2022 20:00,,,狐狸灰36号,1,5730170770,85770539838
"	819370041619528",已完成,10/25/2022 20:00,10/25/2022 20:00,10/27/2022 10:01,桃木褐34号,1,5730170770,85770385837
"	819370472091213",已关闭,10/25/2022 20:00,,,桃木褐34号,1,5730170770,85770385837
"	819378504504718",已完成,10/25/2022 20:00,10/25/2022 20:01,10/27/2022 10:02,桃木褐34号,1,5730170770,85770385837
"	819378714794743",已完成,10/25/2022 20:00,10/25/2022 20:01,10/27/2022 10:02,桃木褐34号,1,5730170770,85770385837
"	819378763563759",已关闭,10/25/2022 20:00,,,桃木褐34号,1,5730170770,85770385837
"	819378682235178",已关闭,10/25/2022 20:00,10/25/2022 20:01,,桃木褐34号,1,5730170770,85770385837
"	819370567547321",已完成,10/25/2022 20:00,10/25/2022 20:00,10/26/2022 15:25,桃木褐36号,1,5730170770,85770385839
"	819370504645146",已完成,10/25/2022 20:00,10/25/2022 20:00,10/27/2022 10:02,桃木褐34号,1,5730170770,85770385837
"	819370583322798",已完成,10/25/2022 20:00,10/25/2022 20:00,10/27/2022 10:01,桃木褐34号,1,5730170770,85770385837
"	819378860101338",已关闭,10/25/2022 20:00,,,桃木褐34号,1,5730170770,85770385837
"	819378617059626",已关闭,10/25/2022 20:00,,,桃木褐34号,1,5730170770,85770385837
"	819378938976964",已完成,10/25/2022 20:00,10/25/2022 20:00,10/27/2022 10:01,桃木褐34号,1,5730170770,85770385837
"	819370391527999",已完成,10/25/2022 20:00,10/25/2022 20:00,10/27/2022 10:02,桃木褐34号,1,5730170770,85770385837
"	819378875631321",已关闭,10/25/2022 20:00,,,桃木褐34号,1,5730170770,85770385837
"	819378682157733",已关闭,10/25/2022 20:00,10/25/2022 20:00,,桃木褐34号,1,5730170770,85770385837
"	819370164891828",已完成,10/25/2022 20:00,10/25/2022 20:00,10/26/2022 15:25,桃木褐36号,1,5730170770,85770385839
"	819378730962483",已完成,10/25/2022 20:00,10/25/2022 20:00,10/27/2022 10:42,桃木褐34号,1,5730170770,85770385837
"	819370567465666",已完成,10/25/2022 20:00,10/25/2022 20:00,10/27/2022 10:01,桃木褐34号,1,5730170770,85770385837
"	819370180831598",已完成,10/25/2022 20:00,10/25/2022 20:00,10/27/2022 10:01,桃木褐34号,1,5730170770,85770385837
"	819378827533476",已完成,10/25/2022 20:00,10/25/2022 20:00,10/27/2022 10:01,桃木褐34号,1,5730170770,85770385837
"	819378616982482",已完成,10/25/2022 20:00,10/25/2022 20:00,10/27/2022 10:02,桃木褐34号,1,5730170770,85770385837
"	819370277464539",已完成,10/25/2022 20:00,10/25/2022 20:00,10/27/2022 10:01,桃木褐34号,1,5730170770,85770385837
"	819378779243914",已完成,10/25/2022 20:00,10/25/2022 20:00,10/27/2022 10:01,桃木褐34号,1,5730170770,85770385837
"	819370326157175",已完成,10/25/2022 20:00,10/25/2022 20:02,10/27/2022 10:42,桃木褐34号,1,5730170770,85770385837
"	819378365304697",已关闭,10/25/2022 20:00,10/25/2022 20:00,,狐狸灰36号,1,5730170770,85770539838
"	819370407667115",已完成,10/25/2022 20:00,10/25/2022 20:02,10/27/2022 9:48,狐狸灰34号,1,5730170770,85770539836
"	819370358765833",已完成,10/25/2022 20:00,10/25/2022 20:00,10/26/2022 15:25,桃木褐36号,1,5730170770,85770385839
"	819370277267573",已完成,10/25/2022 20:00,10/25/2022 20:00,10/27/2022 15:41,狐狸灰34号,1,5730170770,85770539836
"	819378875321732",已完成,10/25/2022 20:00,10/25/2022 20:00,11/7/2022 15:40,狐狸灰36号,1,5730170770,85770539838
"	819370391120073",已完成,10/25/2022 20:00,10/25/2022 20:00,10/27/2022 10:31,狐狸灰36号;狐狸灰34号,1;1,5730170770;5730170770,85770539838;85770539836
"	819370261035618",已完成,10/25/2022 20:00,10/25/2022 20:01,10/26/2022 16:15,桃木褐36号;狐狸灰36号,1;1,5730170770;5730170770,85770385839;85770539838
"	819370245109997",已完成,10/25/2022 20:00,10/25/2022 20:00,10/26/2022 15:52,桃木褐34号,1,5730170770,85770385837
"	819378348967523",已完成,10/25/2022 20:00,10/25/2022 20:00,10/27/2022 10:46,狐狸灰36号,1,5730170770,85770539838
"	819378519840016",已关闭,10/25/2022 20:00,10/25/2022 20:00,,狐狸灰34号;桃木褐34号,1;1,5730170770;5730170770,85770539836;85770385837
"	819378649453286",已完成,10/25/2022 20:00,10/25/2022 20:00,10/26/2022 16:15,狐狸灰36号,1,5730170770,85770539838
"	819370551899452",已完成,10/25/2022 20:00,10/25/2022 20:00,10/26/2022 16:15,狐狸灰36号,1,5730170770,85770539838
"	819378488264231",已完成,10/25/2022 20:00,10/25/2022 20:00,10/27/2022 9:46,狐狸灰34号,1,5730170770,85770539836
"	819378778918628",已完成,10/25/2022 20:00,10/25/2022 20:00,10/27/2022 9:46,狐狸灰34号,1,5730170770,85770539836
"	819378413048405",已完成,10/25/2022 20:00,10/25/2022 20:00,10/27/2022 16:03,狐狸灰34号,1,5730170770,85770539836
"	819378730489939",已完成,10/25/2022 20:00,10/25/2022 20:00,10/28/2022 12:18,桃木褐34号,1,5730170770,85770385837
"	819370423598500",已完成,10/25/2022 20:00,10/25/2022 20:00,10/27/2022 10:02,桃木褐34号,1,5730170770,85770385837
"	819370535707248",已完成,10/25/2022 20:00,10/25/2022 20:01,10/26/2022 16:15,狐狸灰36号,1,5730170770,85770539838
"	819370148786462",已完成,10/25/2022 20:00,10/25/2022 20:00,10/31/2022 15:31,桃木褐36号;狐狸灰36号,1;1,5730170770;5730170770,85770385839;85770539838
"	819378616634120",已完成,10/25/2022 20:00,10/25/2022 20:00,11/3/2022 14:20,桃木褐34号,1,5730170770,85770385837
"	819378348874502",已完成,10/25/2022 20:00,10/25/2022 20:00,10/26/2022 15:25,桃木褐36号,1,5730170770,85770385839
"	819378474321143",已关闭,10/25/2022 20:00,10/25/2022 20:01,,狐狸灰34号,1,5730170770,85770539836
"	819378474305014",已完成,10/25/2022 20:00,10/25/2022 20:00,10/26/2022 15:52,桃木褐34号,1,5730170770,85770385837
"	819378697981536",已完成,10/25/2022 20:00,10/25/2022 20:00,10/26/2022 16:15,狐狸灰36号,1,5730170770,85770539838
"	819378633345715",已完成,10/25/2022 20:00,10/25/2022 20:00,10/27/2022 9:46,狐狸灰34号,1,5730170770,85770539836
"	819378778850648",已完成,10/25/2022 20:00,10/25/2022 20:00,10/27/2022 10:10,桃木褐36号,1,5730170770,85770385839
"	819370121765762",已完成,10/25/2022 20:00,10/25/2022 20:01,10/27/2022 9:46,狐狸灰34号,1,5730170770,85770539836
"	819378461250320",已完成,10/25/2022 20:00,10/25/2022 20:00,10/26/2022 15:25,桃木褐36号,1,5730170770,85770385839
"	819378536536952",已完成,10/25/2022 20:00,10/25/2022 20:00,10/26/2022 16:15,狐狸灰36号,1,5730170770,85770539838
"	819370134763592",已关闭,10/25/2022 20:00,,,桃木褐36号,1,5730170770,85770385839
"	819370134742617",待发货,10/25/2022 20:00,10/25/2022 20:00,,狐狸灰34号,1,5730170770,85770539836
"	819378397514203",已关闭,10/25/2022 20:00,,,桃木褐34号,1,5730170770,85770385837
"	819378633215731",已完成,10/25/2022 20:00,10/25/2022 20:00,10/26/2022 15:25,桃木褐36号,1,5730170770,85770385839
"	819370309842722",已完成,10/25/2022 20:00,10/25/2022 20:00,10/26/2022 17:10,桃木褐30号,1,5730170770,85770385833
"	819370503946002",已完成,10/25/2022 20:00,10/25/2022 20:00,10/27/2022 10:01,桃木褐34号,1,5730170770,85770385837
"	819370040913233",已完成,10/25/2022 20:00,10/25/2022 20:00,10/27/2022 10:01,桃木褐34号,1,5730170770,85770385837
"	819378859384699",已关闭,10/25/2022 20:00,10/25/2022 20:00,10/27/2022 10:01,桃木褐34号,1,5730170770,85770385837
"	819378568383677",已完成,10/25/2022 20:00,10/25/2022 20:04,10/26/2022 15:26,桃木褐36号,1,5730170770,85770385839
"	819370244912423",已完成,10/25/2022 20:00,10/25/2022 20:01,10/27/2022 10:02,桃木褐34号,1,5730170770,85770385837
"	819378397528736",已完成,10/25/2022 20:00,10/25/2022 20:10,10/27/2022 9:48,狐狸灰34号,1,5730170770,85770539836
"	819378794908604",已完成,10/25/2022 20:00,10/25/2022 20:00,10/26/2022 14:45,狐狸灰34号,1,5730170770,85770539836
"	819370325647540",已完成,10/25/2022 20:00,10/25/2022 20:00,10/26/2022 15:52,桃木褐34号,1,5730170770,85770385837
"	819378762798164",已完成,10/25/2022 20:00,10/25/2022 20:01,10/26/2022 17:10,桃木褐30号,1,5730170770,85770385833
"	819378906321022",已完成,10/25/2022 20:00,10/25/2022 20:00,10/27/2022 9:45,狐狸灰34号,1,5730170770,85770539836
"	819378810897240",已完成,10/25/2022 20:00,10/25/2022 20:00,10/28/2022 12:09,狐狸灰34号,1,5730170770,85770539836
"	819370519753035",已关闭,10/25/2022 20:00,10/25/2022 20:00,,狐狸灰32号,1,5730170770,85770539834
"	819378429219877",已关闭,10/25/2022 20:00,,,桃木褐36号,1,5730170770,85770385839
"	819370196771393",已关闭,10/25/2022 20:00,10/25/2022 20:00,,狐狸灰36号,1,5730170770,85770539838
"	819378713772568",已关闭,10/25/2022 20:00,10/25/2022 20:04,,桃木褐34号,1,5730170770,85770385837
"	819378584229493",已关闭,10/25/2022 20:00,10/25/2022 20:00,,狐狸灰32号,1,5730170770,85770539834
"	819370260658656",已完成,10/25/2022 20:00,10/25/2022 20:00,10/26/2022 14:45,狐狸灰34号,1,5730170770,85770539836
"	819378632999460",已完成,10/25/2022 20:00,10/25/2022 20:00,10/26/2022 15:52,桃木褐34号,1,5730170770,85770385837
"	819370325456255",已完成,10/25/2022 20:00,10/25/2022 20:00,10/26/2022 14:45,桃木褐30号,1,5730170770,85770385833
"	819370551588247",已完成,10/25/2022 20:00,10/25/2022 20:00,10/27/2022 10:01,桃木褐34号,1,5730170770,85770385837
"	819370148543512",已完成,10/25/2022 20:00,10/25/2022 20:00,10/26/2022 16:38,桃木褐32号,1,5730170770,85770385835
"	819370009033399",已完成,10/25/2022 20:00,10/25/2022 20:00,10/27/2022 9:54,桃木褐32号,1,5730170770,85770385835
"	819378487971585",已完成,10/25/2022 20:00,10/25/2022 20:00,10/26/2022 16:06,狐狸灰32号,1,5730170770,85770539834
"	819370487577580",已完成,10/25/2022 20:00,10/25/2022 20:00,10/26/2022 14:45,桃木褐30号,1,5730170770,85770385833
"	819378568273178",已完成,10/25/2022 20:00,10/25/2022 20:00,10/26/2022 15:25,桃木褐36号,1,5730170770,85770385839
"	819370566708069",已完成,10/25/2022 20:00,10/25/2022 20:00,10/26/2022 14:44,桃木褐32号,1,5730170770,85770385835
